resId,sampUnitIds,sampId,sampCountry,sampY,sampM,sampD,sampEventInfo,sampSize,sampSizeUnit,sampSizeUnit_desc,sampMatCode,sampMatText,analysisY,analysisM,analysisD,anPortSeq,labId,labAccred,labAccred_desc,paramCode,paramCode_desc,paramText,anMethRefId,anMethCode,anMethCode_desc,anMethText,resUnit,resUnit_desc,resLOD,resLOQ,resVal,resValRec,resValRecCorr,exprResType,exprResType_desc,resQualValue,resType,resType_desc,resValUncert,resValUncertSD
Vir8,sampHoldingId=Flakkebjerg$herdId=1,Vi8,DK,2019,5,13,com=sampT 08:43,20,G155A,Milligram,A16XC#F01.A04TJ,Larvae,2019,6,21,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,7.4,,,,.,,VAL,Numerical Value,,
Vir9,sampHoldingId=Flakkebjerg$herdId=2,Vi9,DK,2019,5,13,com=sampT 08:43,20,G155A,Milligram,A16XC#F01.A04TJ,Larvae,2019,6,24,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir41,sampHoldingId=Flakkebjerg$herdId=3,Vi41,DK,2019,6,28,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,7,31,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir42,sampHoldingId=Flakkebjerg$herdId=3,Vi42,DK,2019,6,28,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,7,31,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Vir43,sampHoldingId=Flakkebjerg$herdId=3,Vi43,DK,2019,6,28,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,7,31,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.8,,,,.,,VAL,Numerical Value,,
Vir44,sampHoldingId=Flakkebjerg$herdId=3,Vi44,DK,2019,6,28,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,7,31,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,5.9,,,,.,,VAL,Numerical Value,,
Var10,sampHoldingId=Flakkebjerg$herdId=8,Va10,DK,2019,7,31,com=sampT 10:19,273,G199A,animal,A16XE#F01.A04TJ,Adult bees,2019,8,1,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,0.4,,,,.,POS,VAL,Numerical Value,,
Var6,sampHoldingId=Flakkebjerg$herdId=1,Va6,DK,2019,7,31,com=sampT 10:19,365,G199A,animal,A16XE#F01.A04TJ,Adult bees,2019,8,1,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,0.3,,,,.,POS,VAL,Numerical Value,,
Var7,sampHoldingId=Flakkebjerg$herdId=2,Va7,DK,2019,7,31,com=sampT 10:19,281,G199A,animal,A16XE#F01.A04TJ,Adult bees,2019,8,1,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var8,sampHoldingId=Flakkebjerg$herdId=3,Va8,DK,2019,7,31,com=sampT 10:19,368,G199A,animal,A16XE#F01.A04TJ,Adult bees,2019,8,1,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,0.5,,,,.,POS,VAL,Numerical Value,,
Nos6a,sampHoldingId=Flakkebjerg$herdId=1,No6a,DK,2019,9,26,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,14,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.7,,,,.,,VAL,Numerical Value,,
Var9,sampHoldingId=Flakkebjerg$herdId=4,Va9,DK,2019,7,31,com=sampT 10:19,314,G199A,animal,A16XE#F01.A04TJ,Adult bees,2019,8,1,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Nos10a,sampHoldingId=Flakkebjerg$herdId=8,No10a,DK,2019,9,26,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,14,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,7,,,,.,,VAL,Numerical Value,,
Nos10b,sampHoldingId=Flakkebjerg$herdId=8,No10b,DK,2019,9,26,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,14,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos6b,sampHoldingId=Flakkebjerg$herdId=1,No6b,DK,2019,9,26,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,14,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos7a,sampHoldingId=Flakkebjerg$herdId=4,No7a,DK,2019,9,26,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,14,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.4,,,,.,,VAL,Numerical Value,,
Nos7b,sampHoldingId=Flakkebjerg$herdId=4,No7b,DK,2019,9,26,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,14,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Var11,sampHoldingId=Flakkebjerg$herdId=1,Va11,DK,2019,9,26,com=sampT 16:36,287,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,2.1,,,,.,POS,VAL,Numerical Value,,
Var12,sampHoldingId=Flakkebjerg$herdId=2,Va12,DK,2019,9,26,com=sampT 16:36,215,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,1.9,,,,.,POS,VAL,Numerical Value,,
Var13,sampHoldingId=Flakkebjerg$herdId=3,Va13,DK,2019,9,26,com=sampT 16:36,340,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,3.8,,,,.,POS,VAL,Numerical Value,,
Var14,sampHoldingId=Flakkebjerg$herdId=4,Va14,DK,2019,9,26,com=sampT 16:36,232,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,1.7,,,,.,POS,VAL,Numerical Value,,
Var15,sampHoldingId=Flakkebjerg$herdId=6,Va15,DK,2019,9,26,com=sampT 16:36,279,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,5,,,,.,POS,VAL,Numerical Value,,
Var16,sampHoldingId=Flakkebjerg$herdId=7,Va16,DK,2019,9,26,com=sampT 16:36,285,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,3.5,,,,.,POS,VAL,Numerical Value,,
Var17,sampHoldingId=Flakkebjerg$herdId=8,Va17,DK,2019,9,26,com=sampT 16:36,339,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,6.5,,,,.,POS,VAL,Numerical Value,,
Var18,sampHoldingId=Flakkebjerg$herdId=9,Va18,DK,2019,9,26,com=sampT 16:36,324,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,11.4,,,,.,POS,VAL,Numerical Value,,
Vir45,sampHoldingId=Flakkebjerg$herdId=1,Vi45,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.9,,,,.,,VAL,Numerical Value,,
Vir46,sampHoldingId=Flakkebjerg$herdId=1,Vi46,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir47,sampHoldingId=Flakkebjerg$herdId=1,Vi47,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.4,,,,.,,VAL,Numerical Value,,
Vir48,sampHoldingId=Flakkebjerg$herdId=1,Vi48,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.8,,,,.,,VAL,Numerical Value,,
Vir49,sampHoldingId=Flakkebjerg$herdId=2,Vi49,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.7,,,,.,,VAL,Numerical Value,,
Vir50,sampHoldingId=Flakkebjerg$herdId=2,Vi50,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir54,sampHoldingId=Flakkebjerg$herdId=3,Vi54,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,5,,,,.,,VAL,Numerical Value,,
Vir51,sampHoldingId=Flakkebjerg$herdId=2,Vi51,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.7,,,,.,,VAL,Numerical Value,,
Vir52,sampHoldingId=Flakkebjerg$herdId=2,Vi52,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,6.2,,,,.,,VAL,Numerical Value,,
Vir53,sampHoldingId=Flakkebjerg$herdId=3,Vi53,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3,,,,.,,VAL,Numerical Value,,
Vir55,sampHoldingId=Flakkebjerg$herdId=4,Vi55,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.8,,,,.,,VAL,Numerical Value,,
Vir56,sampHoldingId=Flakkebjerg$herdId=4,Vi56,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,6.1,,,,.,,VAL,Numerical Value,,
Vir57,sampHoldingId=Flakkebjerg$herdId=4,Vi57,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir58,sampHoldingId=Flakkebjerg$herdId=4,Vi58,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir59,sampHoldingId=Flakkebjerg$herdId=4,Vi59,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.4,,,,.,,VAL,Numerical Value,,
Vir60,sampHoldingId=Flakkebjerg$herdId=3,Vi60,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir61,sampHoldingId=Flakkebjerg$herdId=3,Vi61,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,7.2,,,,.,,VAL,Numerical Value,,
Vir62,sampHoldingId=Flakkebjerg$herdId=4,Vi62,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Vir63,sampHoldingId=Flakkebjerg$herdId=4,Vi63,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.4,,,,.,,VAL,Numerical Value,,
Vir64,sampHoldingId=Flakkebjerg$herdId=4,Vi64,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.6,,,,.,,VAL,Numerical Value,,
Vir65,sampHoldingId=Flakkebjerg$herdId=6,Vi65,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.4,,,,.,,VAL,Numerical Value,,
Vir66,sampHoldingId=Flakkebjerg$herdId=6,Vi66,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir67,sampHoldingId=Flakkebjerg$herdId=6,Vi67,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,4,,,,.,,VAL,Numerical Value,,
Vir68,sampHoldingId=Flakkebjerg$herdId=6,Vi68,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,4.6,,,,.,,VAL,Numerical Value,,
Vir69,sampHoldingId=Flakkebjerg$herdId=6,Vi69,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir73,sampHoldingId=Flakkebjerg$herdId=8,Vi73,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.6,,,,.,,VAL,Numerical Value,,
Vir70,sampHoldingId=Flakkebjerg$herdId=6,Vi70,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Vir71,sampHoldingId=Flakkebjerg$herdId=6,Vi71,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.3,,,,.,,VAL,Numerical Value,,
Vir72,sampHoldingId=Flakkebjerg$herdId=6,Vi72,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.3,,,,.,,VAL,Numerical Value,,
Vir74,sampHoldingId=Flakkebjerg$herdId=8,Vi74,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir75,sampHoldingId=Flakkebjerg$herdId=8,Vi75,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,5.9,,,,.,,VAL,Numerical Value,,
Vir76,sampHoldingId=Flakkebjerg$herdId=8,Vi76,DK,2019,9,26,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,4,,,,.,,VAL,Numerical Value,,
Nos11a,sampHoldingId=Flakkebjerg$herdId=4,No11a,DK,2020,4,22,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.5,,,,.,,VAL,Numerical Value,,
Nos11b,sampHoldingId=Flakkebjerg$herdId=4,No11b,DK,2020,4,22,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos12a,sampHoldingId=Flakkebjerg$herdId=2,No12a,DK,2020,4,22,com=sampT 12:00,54,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.3,,,,.,,VAL,Numerical Value,,
Nos12b,sampHoldingId=Flakkebjerg$herdId=2,No12b,DK,2020,4,22,com=sampT 12:00,54,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos13a,sampHoldingId=Flakkebjerg$herdId=3,No13a,DK,2020,4,22,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6,,,,.,,VAL,Numerical Value,,
Nos13b,sampHoldingId=Flakkebjerg$herdId=3,No13b,DK,2020,4,22,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos14a,sampHoldingId=Flakkebjerg$herdId=6,No14a,DK,2020,4,22,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.1,,,,.,,VAL,Numerical Value,,
Nos14b,sampHoldingId=Flakkebjerg$herdId=6,No14b,DK,2020,4,22,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos15a,sampHoldingId=Flakkebjerg$herdId=8,No15a,DK,2020,4,22,com=sampT 12:00,59,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.9,,,,.,,VAL,Numerical Value,,
Nos15b,sampHoldingId=Flakkebjerg$herdId=8,No15b,DK,2020,4,22,com=sampT 12:00,59,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
