eventId,beeKeeperID,siteNo,hiveNo,eventY,eventM,eventD,eventType,inoutType,inoutQuantity,inoutUnit,inoutUnit_desc,clinicalSigns,eventDescription
CM297,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,8,8,OUTPUT,Live bees,300,G133A,Piece,No clinical signs,300 bees
CM448,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,9,4,OTHER,,,,.,No clinical signs,298 dead bees in front of hive
CM1271,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,9,23,OUTPUT,Foundation comb,0.1,G167A,Kilogram,No clinical signs,burr comb removed
CM645,89D81AA2C010D67185C9217788CBCCF6,5,1,2019,4,16,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1399,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,7,30,OUTPUT,Foundation comb,0.01,G167A,Kilogram,No clinical signs,burr comb removed
CM316,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,9,4,OTHER,,,,.,No clinical signs,359 dead bees in front of hive
CM1676,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,31,OUTPUT,Foundation comb,0.06,G167A,Kilogram,No clinical signs,burr comb removed
CM1076,89D81AA2C010D67185C9217788CBCCF6,5,9,2020,3,23,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1206,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,9,23,OUTPUT,Food comb,2.805,G167A,Kilogram,No clinical signs,"""frame 12	"""
CM94,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,5,2019,5,13,INPUT,Super + 10 frames,2.3,G167A,Kilogram,No clinical signs,
CM827,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,6,18,OUTPUT,Honey,5.145,G167A,Kilogram,No clinical signs,honey frames removed total 5.1 kg
CM470,89D81AA2C010D67185C9217788CBCCF6,6,10,2019,9,10,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM747,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2019,9,6,OUTPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,removed super with 10 combs
CM120,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,4,2019,5,27,INPUT,Super + 10 frames,2.3,G167A,Kilogram,No clinical signs,
CM287,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,8,16,OUTPUT,Honey,3,G167A,Kilogram,No clinical signs,super + 7 combs with honey removed
CM1552,89D81AA2C010D67185C9217788CBCCF6,5,2,2020,2,4,INPUT,Food comb,1.69,G167A,Kilogram,No clinical signs,2 comb frames with honey added
CM1156,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,9,23,SAMPLE,,,,.,No clinical signs,bee sample for varroa
CM254,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,8,20,INPUT,Sucrose,6.9,G167A,Kilogram,No clinical signs,
CM1291,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,7,9,SAMPLE,,,,.,No clinical signs,brood sample for pestanalysis
CM1126,89D81AA2C010D67185C9217788CBCCF6,5,2,2020,8,24,OUTPUT,No input-output,0.3,G167A,Kilogram,No clinical signs,feeder
CM1364,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,4,28,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM353,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2019,9,26,INPUT,Sucrose,9.9,G167A,Kilogram,No clinical signs,
CM1741,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,13,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM1486,89D81AA2C010D67185C9217788CBCCF6,6,16,2020,7,10,INPUT,Foundation comb,1.7,G167A,Kilogram,No clinical signs,Add 6 frames with laminated wax
CM1192,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,8,17,SAMPLE,,,,.,No clinical signs,pollen from comb for ID
CM922,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,12,2020,6,8,INPUT,Queen excluder,1,G167A,Kilogram,No clinical signs,
CM1416,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,6,2,SAMPLE,,,,.,No clinical signs,pollen from comb for ID
CM579,89D81AA2C010D67185C9217788CBCCF6,6,6,2019,6,6,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1677,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,9,4,SAMPLE,,,,.,No clinical signs,pollen from comb for ID
CM894,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,8,2020,5,10,OTHER,,,,.,No clinical signs,Excluded from experiment
CM1450,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,4,24,SAMPLE,,,,.,No clinical signs,pollen sample for pesticide analysis
CM617,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,9,26,INPUT,No input-output,6.5,G167A,Kilogram,No clinical signs,Empty box for treatment
CM1211,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,4,28,SAMPLE,,,,.,No clinical signs,"""pollen sample for pesticide analysis only 1 gram	"""
CM124,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,6,26,OUTPUT,Brood comb,0.014,G167A,Kilogram,No clinical signs,
CM140,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,1,2019,7,17,OUTPUT,Brood comb,0.031,G167A,Kilogram,No clinical signs,
CM649,89D81AA2C010D67185C9217788CBCCF6,5,5,2019,4,16,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM950,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,6,2020,7,15,OUTPUT,Super + 10 frames,5,G167A,Kilogram,No clinical signs,
CM1099,89D81AA2C010D67185C9217788CBCCF6,5,5,2020,5,4,INPUT,No input-output,0.8,G167A,Kilogram,No clinical signs,Honey + 0.3kg from feeder
CM984,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,12,2020,8,7,OUTPUT,Honey,12,G167A,Kilogram,No clinical signs,
CM415,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,9,10,SAMPLE,,,,.,No clinical signs,Collect bees for disease analysis
CM357,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,11,1,OUTPUT,Sucrose,2.8,G167A,Kilogram,No clinical signs,Removed super and leftover sucrose
CM1473,89D81AA2C010D67185C9217788CBCCF6,6,13,2020,10,29,INPUT,Oxalic acid,15,G156A,Millilitre,No clinical signs,Apply Varromed treatment
CM365,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,5,2019,11,1,OUTPUT,Sucrose,2.9,G167A,Kilogram,No clinical signs,Removed super and leftover sucrose
CM1438,89D81AA2C010D67185C9217788CBCCF6,6,12,2020,9,26,OUTPUT,No input-output,2.3,G167A,Kilogram,No clinical signs,Remove box for activity recordings
CM898,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2019,7,29,SAMPLE,,,,.,No clinical signs,
CM200,89D81AA2C010D67185C9217788CBCCF6,5,9,2020,1,21,INPUT,Oxalic acid,1.8,G156A,Millilitre,No clinical signs,Oxalic acid treatment by evaporating
CM906,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,8,2019,7,31,SAMPLE,,,,.,No clinical signs,
CM516,89D81AA2C010D67185C9217788CBCCF6,5,1,2019,11,12,SAMPLE,,,,.,No clinical signs,Collect bees for disease analysis
CM945,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2020,7,13,SAMPLE,,,,.,No clinical signs,
CM210,89D81AA2C010D67185C9217788CBCCF6,6,5,2019,12,29,INPUT,Oxalic acid,1.8,G156A,Millilitre,No clinical signs,Oxalic acid treatment by evaporating
CM17,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,4,3,SAMPLE,,,,.,No clinical signs,Nosema test
CM1551,89D81AA2C010D67185C9217788CBCCF6,5,2,2020,2,4,OUTPUT,Foundation comb,0.77,G167A,Kilogram,No clinical signs,2 comb frames
CM887,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,11,2020,5,7,SAMPLE,,,,.,No clinical signs,Sample for pesticides
CM187,89D81AA2C010D67185C9217788CBCCF6,5,8,2020,1,21,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,Sugar paste
CM40,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,5,13,SAMPLE,,,,.,No clinical signs,sample for virus test
CM1011,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,6,2020,9,23,CLINICAL SIGNS,,,,.,Dead colony,Dead because of robbing
CM51,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,5,2019,5,15,SAMPLE,,,,.,No clinical signs,sample for virus test
CM206,89D81AA2C010D67185C9217788CBCCF6,6,4,2020,1,21,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,Sugar paste
CM172,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,3,2019,9,26,SAMPLE,,,,.,No clinical signs,sample for virus test
CM624,89D81AA2C010D67185C9217788CBCCF6,6,5,2019,10,10,OUTPUT,No input-output,6.3,G167A,Kilogram,No clinical signs,Remove extra box from treatment
CM936,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2020,7,3,SAMPLE,,,,.,No clinical signs,sample for virus test
CM339,89D81AA2C010D67185C9217788CBCCF6,5,9,2019,10,11,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,Sugar paste
CM958,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,11,2020,7,29,SAMPLE,,,,.,No clinical signs,Sample of pollen
CM26,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,5,2019,4,3,CLINICAL SIGNS,,,,.,Traces of diarrhea,
CM930,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,12,2020,6,22,SAMPLE,,,,.,No clinical signs,Samples for pesticides + pollen determination
CM494,89D81AA2C010D67185C9217788CBCCF6,6,9,2019,10,10,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,Sugar paste
CM23,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,5,2019,4,3,SAMPLE,,,,.,No clinical signs,Varroa inspection
CM1789,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,31,CLINICAL SIGNS,,,,.,Phoretic varroa,app 20 mites in bottom tray
CM510,89D81AA2C010D67185C9217788CBCCF6,6,2,2019,11,8,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,Sugar paste
CM679,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,4,25,CLINICAL SIGNS,,,,.,Dead honey bees in front of the hive,few
CM36,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,4,2019,4,26,CLINICAL SIGNS,,,,.,Dead bees in hive bottom,
CM1219,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,7,9,CLINICAL SIGNS,,,,.,Dead bees in hive bottom,"""half dead colony	"""
CM523,89D81AA2C010D67185C9217788CBCCF6,5,6,2019,11,12,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,Sugar paste
CM538,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2019,8,16,CLINICAL SIGNS,,,,.,Honey bees with deformed and-or atrophied wings,
CM1542,89D81AA2C010D67185C9217788CBCCF6,5,7,2020,10,8,OUTPUT,No input-output,2,G167A,Kilogram,No clinical signs,Remove pollen trap
CM734,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,7,30,CLINICAL SIGNS,,,,.,Spotty brood pattern,
CM611,89D81AA2C010D67185C9217788CBCCF6,5,8,2019,11,12,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,Sugar paste
CM1161,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,6,22,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM54,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,5,29,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1187,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,7,9,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1091,89D81AA2C010D67185C9217788CBCCF6,5,10,2020,4,11,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,Sugar paste
CM1251,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,7,28,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1115,89D81AA2C010D67185C9217788CBCCF6,5,12,2020,8,12,OUTPUT,Honey,9,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM1305,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,8,17,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1794,89D81AA2C010D67185C9217788CBCCF6,6,16,2021,1,14,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,Sugar paste
CM1750,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,4,22,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM66,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,4,2019,6,11,CLINICAL SIGNS,,,,.,Black shiny honey bees,
CM1759,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,5,13,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1434,89D81AA2C010D67185C9217788CBCCF6,6,11,2020,5,15,INPUT,Super + 10 frames,7.16,G167A,Kilogram,No clinical signs,8 frame honey supper with laminated wax
CM1769,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,6,18,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1505,89D81AA2C010D67185C9217788CBCCF6,6,18,2020,6,20,OUTPUT,Super + 10 frames,6.6,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM1778,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,7,8,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM1029,89D81AA2C010D67185C9217788CBCCF6,6,13,2020,4,8,INPUT,Super + 10 frames,7.36,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM1787,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,7,27,CLINICAL SIGNS,,,,.,Phoretic varroa,no varrora in bottom tray
CM87,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,6,12,CLINICAL SIGNS,,,,.,Slumped larvae,
CM677,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,4,4,CLINICAL SIGNS,,,,.,Traces of diarrhea,signs of diarrhea
CM1520,89D81AA2C010D67185C9217788CBCCF6,6,16,2020,5,8,INPUT,Super + 10 frames,7.23,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM369,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,4,4,CLINICAL SIGNS,,,,.,Traces of diarrhea,small signs of diarrhea
CM1531,89D81AA2C010D67185C9217788CBCCF6,5,2,2020,10,21,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1685,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,5,13,CLINICAL SIGNS,,,,.,Spotty brood pattern,tendency to spotty brood.
CM1517,89D81AA2C010D67185C9217788CBCCF6,6,17,2020,4,8,INPUT,Super + 10 frames,8.5,G167A,Kilogram,No clinical signs,9 frame honey supper with wax comb
CM1379,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,9,3,CLINICAL SIGNS,,,,.,Phoretic varroa,varrora 25 pcs. in bottom of hive
CM127,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,3,2019,6,28,CLINICAL SIGNS,,,,.,Black shiny honey bees,
CM394,5BC8557A401F84B44F1BF03B71F3CF7C,2,6,2019,6,19,INPUT,Sucrose,1,G167A,Kilogram,No clinical signs,apifonda
CM69,89D81AA2C010D67185C9217788CBCCF6,6,2,2019,5,2,INPUT,Super + 10 frames,7.3,G167A,Kilogram,No clinical signs,8 frame honey supper with wax comb
CM667,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,6,24,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,apifonda
CM621,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,8,4,OUTPUT,Super + 10 frames,7.3,G167A,Kilogram,No clinical signs,Remove honey supper with honey left from extraction
CM822,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,7,8,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,apifonda
CM240,89D81AA2C010D67185C9217788CBCCF6,5,4,2019,3,28,INPUT,Super + 10 frames,10,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM1411,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,9,23,INPUT,Sucrose,0.3,G167A,Kilogram,No clinical signs,apifonda
CM141,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,7,17,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1725,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,4,9,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM1515,89D81AA2C010D67185C9217788CBCCF6,6,17,2020,4,26,INPUT,Super + 10 frames,11.26,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM1398,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,7,30,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,apifonda due to lack of honey
CM590,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,7,9,OUTPUT,Honey,54.3,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM368,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,9,5,INPUT,Sucrose,3,G167A,Kilogram,No clinical signs,food
CM270,89D81AA2C010D67185C9217788CBCCF6,5,1,2019,9,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM1010,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,4,13,INPUT,Sucrose,1.25,G167A,Kilogram,No clinical signs,
CM151,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,8,2019,7,30,CLINICAL SIGNS,,,,.,Spotty brood pattern,
CM1570,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,9,23,INPUT,Sucrose,0.3,G167A,Kilogram,No clinical signs,sucrose added together wit queenshift
CM324,89D81AA2C010D67185C9217788CBCCF6,5,9,2019,9,13,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM185,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,8,21,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1523,89D81AA2C010D67185C9217788CBCCF6,6,14,2020,5,15,QUEEN LOSS,,,,.,No clinical signs,Queen killed or harmed during inspection
CM288,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,9,4,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM424,89D81AA2C010D67185C9217788CBCCF6,6,2,2019,9,11,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM432,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2019,8,28,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM161,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,5,2019,8,30,CLINICAL SIGNS,,,,.,Slumped larvae,
CM537,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2019,8,16,INPUT,Sucrose,6.5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM479,89D81AA2C010D67185C9217788CBCCF6,6,2,2019,9,26,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM719,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,8,19,INPUT,Sucrose,1.5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM641,89D81AA2C010D67185C9217788CBCCF6,6,2,2019,4,14,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM814,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,9,4,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1171,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,5,14,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 31-40
CM843,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,8,16,INPUT,Sucrose,6.25,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM909,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,6,2020,6,3,CLINICAL SIGNS,,,,.,Spotty brood pattern,
CM855,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,8,28,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1454,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,6,2,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 41-50
CM869,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2019,8,21,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM374,89D81AA2C010D67185C9217788CBCCF6,5,4,2019,3,14,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1194,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,8,17,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM736,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,8,19,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1300,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,8,17,INPUT,Sucrose,4,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1003,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,6,2020,9,3,CLINICAL SIGNS,,,,.,Dead honey bees in front of the hive,
CM1373,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,8,17,INPUT,Sucrose,4,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM866,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1427,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,8,21,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM639,89D81AA2C010D67185C9217788CBCCF6,5,5,2019,8,30,OUTPUT,Honey,29.5,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM1628,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,8,13,INPUT,Sucrose,3,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1263,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1705,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,8,27,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM972,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,1,2020,8,17,INPUT,Sucrose,7.8,G167A,Kilogram,No clinical signs,ApiInvert
CM1391,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,6,4,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super + 10 frames added
CM1406,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM740,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2019,5,15,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added
CM382,89D81AA2C010D67185C9217788CBCCF6,6,2,2019,3,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1387,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,4,23,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + 10 frames
CM1706,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM809,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,5,29,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 21-30
CM993,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,1,2020,9,1,INPUT,Sucrose,7.7,G167A,Kilogram,No clinical signs,ApiInvert
CM738,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,9,6,OTHER,,,,.,No clinical signs,393 dead bees in front of hive
CM1675,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,31,OTHER,,,,.,No clinical signs,1080 dead bees in front of hive
CM315,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,8,16,OTHER,,,,.,No clinical signs,429 dead bees in front of hive
CM1106,89D81AA2C010D67185C9217788CBCCF6,5,5,2020,5,22,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM450,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,7,29,OTHER,,,,.,No clinical signs,475 dead bees in front of hive
CM447,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,8,14,OTHER,,,,.,No clinical signs,1215 dead bees in front of hive
CM310,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,5,14,OTHER,,,,.,No clinical signs,535 dead bees in front of hive
CM1791,89D81AA2C010D67185C9217788CBCCF6,6,14,2020,9,7,CLINICAL SIGNS,,,,.,Dead colony,Colony was to small and Queenless. To weak to survive.
CM1568,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,8,31,OTHER,,,,.,No clinical signs,575 dead bees in front of hive
CM726,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,5,15,OTHER,,,,.,No clinical signs,145 dead bees in front of hive
CM1311,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,9,3,OTHER,,,,.,No clinical signs,644 dead bees in front of hive
CM390,89D81AA2C010D67185C9217788CBCCF6,6,10,2019,4,13,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM860,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,9,5,OTHER,,,,.,No clinical signs,690 dead bees in front of hive
CM1202,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,9,3,OTHER,,,,.,No clinical signs,1594 dead bees in front of hive
CM698,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,9,9,OTHER,,,,.,No clinical signs,877 dead bees in front of hive
CM543,89D81AA2C010D67185C9217788CBCCF6,6,2,2020,1,21,CLINICAL SIGNS,,,,.,Dead colony,
CM174,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,7,9,OTHER,,,,.,No clinical signs,all apifonda provided is eaten
CM708,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,6,4,OTHER,,,,.,No clinical signs,191 dead bees in front of hive
CM1668,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,10,OTHER,,,,.,No clinical signs,Flight board gap decreased by half - to make it easier for the bees to defend the hive
CM1502,89D81AA2C010D67185C9217788CBCCF6,6,14,2020,7,10,OUTPUT,Honey,28.2,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM1719,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,4,7,OTHER,,,,.,No clinical signs,moved from winter location in Hinnerup to Foulum
